,10,20,50,100,200,500,1000,2000,5000,10000,20000,50000,100000
flickr-links.txt,90974.0,122807.0,168112.0,205751.0,243440.0,294166.0,339163.0,397213.0,507517.0,630273.0,798154.0,1095474.0,1356551.0
ca-cit-HepPh.txt,15450.0,19364.0,22663.0,24591.0,25965.0,27361.0,28068.0,28093.0,28093.0,28093.0,28093.0,28093.0,28093.0
as-caida20071105.txt,9735.0,11881.0,14809.0,17192.0,19612.0,22487.0,24296.0,25639.0,26475.0,26475.0,26475.0,26475.0,26475.0
Orkut.txt,203073.0,311139.0,486944.0,616578.0,735926.0,944054.0,1181426.0,1498876.0,2011655.0,2387825.0,2696637.0,2967215.0,3066074.0
flixster.txt,11554.0,21838.0,51070.0,97113.0,182284.0,388132.0,619788.0,900148.0,1305422.0,1621427.0,1946809.0,2364063.0,2523386.0
soc-dogster.txt,5612.0,8163.0,13261.0,18733.0,26183.0,40273.0,54951.0,73849.0,106396.0,137954.0,176455.0,239943.0,289943.0
moreno_names_names.txt,783.0,958.0,1250.0,1494.0,1732.0,1773.0,1773.0,1773.0,1773.0,1773.0,1773.0,1773.0,1773.0
RoadNetTX.txt,110.0,196.0,436.0,798.0,1498.0,3598.0,6890.0,12890.0,30890.0,56452.0,106452.0,256452.0,506452.0
git.txt,12998.0,15227.0,17467.0,19148.0,20891.0,23312.0,25333.0,27784.0,31790.0,36790.0,37700.0,37700.0,37700.0
flickrEdges.txt,16244.0,22179.0,32309.0,41942.0,52230.0,66195.0,76906.0,87401.0,99534.0,105938.0,105938.0,105938.0,105938.0
Nethept.txt,437.0,762.0,1458.0,2273.0,3442.0,5717.0,8088.0,11298.0,15229.0,15229.0,15229.0,15229.0,15229.0
livejournal-links.txt,88621.0,128058.0,198127.0,260729.0,335202.0,478873.0,632709.0,828148.0,1161794.0,1494335.0,1911701.0,2593686.0,3190548.0
facebook-wosn-links.txt,5665.0,8175.0,12764.0,17245.0,22576.0,30862.0,37655.0,44777.0,54394.0,61279.0,63731.0,63731.0,63731.0
petster-carnivore.txt,134392.0,163088.0,201684.0,229109.0,251800.0,277097.0,294291.0,311231.0,337048.0,362730.0,397466.0,464805.0,530120.0
fb-pages-politician.txt,1249.0,1720.0,2487.0,3113.0,3785.0,4678.0,5324.0,5908.0,5908.0,5908.0,5908.0,5908.0,5908.0
soc-hamsterster.txt,845.0,1092.0,1408.0,1689.0,1999.0,2426.0,2426.0,2426.0,2426.0,2426.0,2426.0,2426.0,2426.0
DBLP.txt,2245.0,4001.0,8171.0,13610.0,22025.0,40400.0,62054.0,92653.0,148470.0,200605.0,256122.0,313376.0,317080.0
ca-cit-HepTh.txt,15200.0,16518.0,18364.0,19567.0,20674.0,22009.0,22775.0,22908.0,22908.0,22908.0,22908.0,22908.0,22908.0
fb-pages-food.txt,218.0,290.0,407.0,507.0,607.0,620.0,620.0,620.0,620.0,620.0,620.0,620.0,620.0
fb-pages-media.txt,2904.0,4134.0,6098.0,8022.0,10479.0,14551.0,17998.0,21635.0,25842.0,27917.0,27917.0,27917.0,27917.0
HepPh.txt,1468.0,2085.0,3243.0,4409.0,5876.0,8197.0,10082.0,11768.0,12006.0,12006.0,12006.0,12006.0,12006.0
fb-pages-public-figure.txt,1505.0,2087.0,3062.0,3992.0,5108.0,6821.0,8249.0,9760.0,11565.0,11565.0,11565.0,11565.0,11565.0
Youtube.txt,83716.0,107092.0,151340.0,196905.0,250462.0,330821.0,396508.0,464500.0,558932.0,636793.0,725639.0,870874.0,994108.0
Amazon.txt,1427.0,2489.0,4944.0,8085.0,13033.0,23953.0,37093.0,56582.0,96552.0,141383.0,198392.0,278269.0,329274.0
soc-youtube.txt,12019.0,15772.0,22346.0,28645.0,35927.0,47420.0,58002.0,70609.0,92422.0,115404.0,148406.0,214892.0,287868.0
loc-gowalla_edges.txt,36764.0,40875.0,47494.0,53120.0,59791.0,71019.0,82130.0,96408.0,120660.0,143696.0,168554.0,196591.0,196591.0
Enron.txt,8938.0,12462.0,17567.0,22105.0,26063.0,29689.0,32313.0,35016.0,36692.0,36692.0,36692.0,36692.0,36692.0
Skitter.txt,175331.0,251388.0,364613.0,451481.0,529165.0,635800.0,726838.0,830188.0,993083.0,1132034.0,1277419.0,1464176.0,1589734.0
fb-pages-government.txt,1645.0,2411.0,3523.0,4391.0,5167.0,6066.0,6657.0,7057.0,7057.0,7057.0,7057.0,7057.0,7057.0
soc-gemsec-RO.txt,549.0,936.0,1840.0,3022.0,4886.0,8862.0,13392.0,19333.0,29393.0,37097.0,41773.0,41773.0,41773.0
loc-brightkite_edges.txt,5660.0,7533.0,10773.0,13915.0,17789.0,24012.0,29713.0,36234.0,46235.0,54182.0,58228.0,58228.0,58228.0
soc-flickr.txt,5573.0,7733.0,11448.0,14951.0,19293.0,26999.0,35023.0,45855.0,67105.0,90572.0,123870.0,189426.0,260343.0
livemocha.txt,22093.0,35937.0,60301.0,80259.0,94047.0,102105.0,103608.0,104103.0,104103.0,104103.0,104103.0,104103.0,104103.0
actor-collaboration.txt,21081.0,37083.0,66558.0,99708.0,140435.0,203658.0,256032.0,304944.0,354436.0,377064.0,382219.0,382219.0,382219.0
